000454|tsan˥˩ tʰɪŋ˧˥ ɕɪn˥˥ ku˨˩˦ fa˥˥ ɕɪŋ˧˥, tɕʰi˧˥ ma˨˩˦ ʐɑŋ˥˩ aɻ˥˩ tɕi˧˥ ʂɚ˥˩ ʈʂʰɑŋ˨˩˦ ʈʂʰwan˧˥ kʰoʊ˨˩˦ tɕʰi˥˩ pa˧.
006559|fən˥˥ weɪ˧˥ tsaɪ˥˩ ɪŋ˧˥ tsɑʊ˥˩, tsɤ˧˥ ʐən˥˩ tsaɪ˥˩ mɪŋ˧˥ tɕʰɥœ˥˩, tu˥˥ ʈʂʰa˧˥ tsaɪ˥˩ ʂən˥˥ ʐu˥˩.
012982|ʂoʊ˨˩˦ ɕjɛn˥˥, jɑʊ˥˩ ljɛn˥˩ xɑʊ˧˥ uɔ˨˩˦ mən˧ tɤ˧ neɪ˥˩ kʊŋ˥˥.
131353|lɪŋ˧˥ sɯ˥˩ tɕjoʊ˨˩˦ ʂɚ˥˩ ʂɚ˥˩ ny˨˩˦ tɕjɛn˥˥ kʰɑʊ˧˥ lɑʊ˨˩˦ ʂɚ˥˥, weɪ˧˥ pən˨˩˦ ɕjɑʊ˥˩ kɑʊ˥˥ aɻ˥˩ tɕi˧˥ lɑʊ˨˩˦ ʂɚ˥˥.
131032|meɪ˧˥ tsʰɤŋ˧˥ tɕʰi˥˩ ʈʂʰan˨˩˦ ljɑŋ˥˩, aɻ˥˩ ʂɚ˧ tɕjoʊ˧˥ tjɛn˨˩˦ aɻ˥˩ ljoʊ˥˩ i˥˩ li˥˩ fɑŋ˥˥ mi˨˩˦, tʰʊŋ˧˥ pi˨˩˦ tsɤŋ˥˥ paɪ˨˩˦ fən˥˥ ʈʂɚ˥˥ ʂɚ˧˥ san˥˥ tjɛn˨˩˦ tɕʰi˥˥.
002770|tɕjoʊ˥˩ ʂɚ˥˩ ʂuɔ˥˥, uɔ˧˥ joʊ˨˩˦ ʂan˥˩, tsɤ˧˥ y˧˥ i˨˩˦ i˥˩ ʐən˧˥, ʐən˧˥ joʊ˨˩˦ ʂan˥˩, tsɤ˧˥ tɕʰy˧˥ i˨˩˦ i˥˩ uɔ˨˩˦.
000037|pu˧˥ kuɔ˥˩, luɔ˧˥ tsʰən˧˥ tʰjɛ˨˩˦ lu˥˩ ʂɑŋ˥˩ weɪ˥˩ tʰʊŋ˥˥ ʈʂʰɤ˥˥, pu˥˩ tsʰuən˧˥ tsaɪ˥˩ yn˥˩ ɕɪŋ˧˥ ʂɤ˥˩ peɪ˥˩ tɤ˧ ɕy˥˥ tɕʰjoʊ˧˥.
005197|pɪŋ˥˩ tsaɪ˥˩, pən˨˩˦ ɕja˧˥ tɕʰy˥˥ neɪ˥˩ fa˥˥ pu˥˩ kʊŋ˥˥ kɑʊ˥˩.
004845|kɤ˧˥ xoʊ˥˩ tɤ˧, ta˥˩ ʈʂʰan˧˥ tʰɑŋ˧˥, weɪ˧˥ ʈʂu˨˩˦ ʈʂʰɚ˧˥ tɕjɑŋ˨˩˦ tɕɪŋ˥˥ ʂuɔ˥˥ fa˨˩˦ ʈʂɚ˥˥ ti˥˩.
004108|wɑŋ˨˩˦ ɕja˥˩ fa˥˥ ɕɪŋ˧˥ ʐən˥˩ koʊ˥˩ pu˥˩ tsu˧˥, pu˥˩ tɤ˧˥ ɕjɑŋ˥˩ wɑŋ˨˩˦ ʂɑŋ˥˩ tɕɪn˥˩ ɕɪŋ˧˥ xweɪ˧˥ pɔ˥˥.
006778|ta˥˩ tsʊŋ˥˥ ʂɑŋ˥˥ pʰɪn˨˩˦ xɑŋ˧˥ jɛ˥˩ tɤ˧, pən˨˩˦ njɛn˧˥ tu˥˩ kʰʊŋ˨˩˦ pu˥˩ pʰjɛn˥˩, ʂɚ˥˩ tʰjɛ˨˩˦ kʰwɑŋ˥˩ ʂɚ˧˥.
012584|tɕi˥˩ ʈʂɤ˨˩˦ mən˧ tʰʊŋ˥˥ ʈʂʰɑŋ˧˥ toʊ˥˥ jɑʊ˥˩ tsaɪ˥˩ tɑŋ˥˩ tʰjɛn˥˥ tsɑʊ˨˩˦ ʂɑŋ˥˩ tsʰaɪ˧˥ ʈʂɚ˥˥ tɑʊ˥˩ tɑŋ˥˥ tʰjɛn˥˥ tɤ˧ an˥˥ pʰaɪ˧˥.
010089|san˥˥ ʂɚ˥˩, y˨˩˦ san˥˥ tɕɪn˥˩ san˥˥ tɕjɛ˨˩˦ san˥˥ tʰweɪ˥˥ tʊŋ˥˩ xuɔ˧˥ tʊŋ˥˩ ɕjɑŋ˥˥ tɕjɛ˧˥ xɤ˧˥.
000254|ʈʂweɪ˥˩ luɔ˥˩ ti˥˩ tjɛn˨˩˦ tɕʰɥœn˧˥ pu˥˩ weɪ˧˥ ʐɚ˥˩ pən˧˥ xaɪ˨˩˦.
012080|mɪn˧˥ tsɯ˥˥ tɕɪn˥˩ tʰu˧˥ ʂu˥˥ ljoʊ˧˥ tʰʊŋ˥˥ lɪŋ˨˩˦ y˥˩ mən˧˥ kʰan˧˥ jɛ˨˩˦ tɕjɑŋ˥˥ ta˥˩ tɕjɑŋ˥˩.
006351|xaɪ˧˥ joʊ˨˩˦ tɤ˧ neɪ˥˩ ʂɤ˥˩ tɕi˥˥ koʊ˥˩ ʈʂɚ˥˥ tɕjɛn˥˥, pu˥˩ mən˧˥ ʈʂɚ˥˥ tɕjɛn˥˥, ɕjɑŋ˥˥ xu˥˩ tʰweɪ˥˥ weɪ˨˩˦ ʈʂʰɤ˨˩˦ pʰi˧˥.
002555|ʐu˧˥ kuɔ˨˩˦ pjɛn˥˩ ʈʂʰɤŋ˧˥ peɪ˥˩ ʐən˧˥ li˥˩ jʊŋ˥˩ tɤ˧ wan˧˥ oʊ˨˩˦, pu˥˩ ʐu˧˥ san˥˩ lɤ˧ jɛ˨˩˦ pa˥˩.
007739|ɕjɛn˥˩ ʈʂɤŋ˥˩ ɕjɛ˧˥ fu˥˩ ʈʂu˨˩˦ ɕi˧˥ li˨˩˦ ʈʂʰuən˧˥ xaɪ˨˩˦ tsʰan˥˥ tɕja˥˥ ɕjɛn˥˩ aɪ˥˩ ɕɪn˥˥ xuɔ˧˥ tʊŋ˥˩.
011638|ɕy˧˥ tʰjɛn˥˥ weɪ˥˥ ʂuɔ˥˥, tweɪ˥˩ ta˥˩ tɕja˥˥ tɤ˧ ɕɪn˥˥ tɕʰɪŋ˧˥ toʊ˥˥ xən˨˩˦ li˧˥ tɕjɛ˨˩˦.
003995|tɕʰjoʊ˥˥ tʊŋ˥˥ tɕi˥˩, ɕi˨˩˦ y˥˩ fu˧˥ u˥˩ jɛ˥˩, ɪŋ˧˥ laɪ˧˥ wɑŋ˥˩ tɕi˥˩.
130057|i˥˩ tɕʰi˥˥ tʰoʊ˧˥ tsɯ˥˥ tsʊŋ˨˩˦ ɤ˧˥ weɪ˧˥, i˧˥ i˥˩ ɥœn˧˥ ʐən˧˥ mɪn˧˥ pi˥˩.
004788|na˥˩ tɕʰɪŋ˧˥ ɕɪŋ˧˥ ʈʂən˥˥ xɑʊ˧˥ pi˨˩˦, ta˥˩ ɕjɛn˥˩ tɕjɑŋ˥˥ ʈʂɚ˥˩, ʐən˧˥ ʐən˧˥ tɕyn˥˥ ɕjɑŋ˧˥ mjɛn˨˩˦ ʈʂʰu˧˥ ʈʂɤ˥˩ i˥˩ tɑʊ˥˥.
171171|tʰɤ˥˩ tʰɤ˧ ʂɚ˥˩ i˧˥ kɤ˧ tsɯ˥˩, tsʊŋ˨˩˦ ʂɚ˥˩ tʰɤ˥˩ tʰɤ˧ pu˥˩ li˧˥ kʰoʊ˨˩˦, tʊŋ˥˩ pu˧ tʊŋ˥˩ tɕjoʊ˥˩ ʂuɔ˥˥ tʰɤ˥˩ tʰɤ˧.
005434|aɻ˧˥ tɕi˥˥ tɕɪn˥˥ kʊŋ˥˥ sɯ˥˥, ta˨˩˦ tʰɪŋ˥˥ tɤ˧ tɕjɛ˧˥ kuɔ˨˩˦, jɛ˨˩˦ ʂɚ˥˩, u˨˩˦ xwa˥˥ pa˥˥ mən˧˥.
001470|i˨˩˦ tɕʰjɛn˧˥ kʊŋ˥˥ sɯ˥˥ meɪ˧˥ pan˥˩ fa˨˩˦, tsʰaɪ˧˥ jɑʊ˥˩ y˥˩ ʂoʊ˥˥ kʰwan˨˩˦, toʊ˥˥ ʂɚ˥˩ kwan˥˥ ɕi˧.
006402|tʰaɪ˥˩ an˥˥ lɑʊ˨˩˦ ɕjɑŋ˥˥ jɛ˨˩˦ pu˥˩ xan˧˥ xu˧, pɑʊ˥˩ ʈʂʰu˥˥ lɤ˧ tsɯ˥˩ tɕi˨˩˦ tɤ˧ ɕɪn˥˥ li˨˩˦ tɕja˥˩ weɪ˥˩.
006615|ʐan˧˥ tɕɥœ˧˥ feɪ˥˥ kʰwɑŋ˧˥ y˨˩˦, na˥˩ lɑʊ˧˥ lɑʊ˧˥ lɑʊ˨˩˦ tʰoʊ˧˥, ʂɚ˥˩ u˧˥ tɕʰi˨˩˦ mɤŋ˧˥ ʂɚ˥˥.
141355|ma˨˩˦ yn˧˥, ni˨˩˦ ʂən˧˥ mɤ˧ ʂɚ˧˥ xoʊ˥˩ ʈʂɑʊ˥˥ xu˧ ta˥˩ tɕja˥˥ laɪ˧˥ tsɑʊ˥˩ fɑŋ˧˥ tsɯ˧ ja˧.
009740|tɕy˥˩ ɕi˥˥, tsʰɯ˨˩˦ tsʰɯ˥˩ jɛn˧˥ tʰɑʊ˨˩˦ xweɪ˥˩ tɤ˧ luən˥˩ uən˧˥ tɕjɑŋ˥˥ tɕjɛ˧˥ tɕi˧˥ ʈʂʰu˥˥ pan˨˩˦ ʈʂʰɤŋ˧˥ ʈʂwan˥˥ tɕi˧˥.
130792|tsʊŋ˨˩˦ tʰoʊ˧˥ tsɯ˥˥, joʊ˧˥ u˧˥ tjɛn˧˥ u˨˩˦ i˥˩ ɥœn˧˥ tsɤŋ˥˥ tɕja˥˥ ʈʂɚ˥˩ ljoʊ˥˩ tjɛn˨˩˦ tɕʰi˥˥ u˨˩˦ i˥˩ ɥœn˧˥.
008900|lu˧˥ ʂɚ˥˩ ʐən˧˥ taɪ˥˩ pjɑʊ˧˥ tɕjɛn˨˩˦ ʈʂʰa˧˥ tsu˨˩˦ tsuɔ˥˩ lɤ˧ ʈʂʊŋ˥˩ jɑʊ˥˩ tɕjɑŋ˨˩˦ xwa˥˩.
000269|tʰɑʊ˥˩ jʊŋ˥˩ tɕɪn˥˥ njɛn˧˥ tsweɪ˥˩ xuɔ˨˩˦ tjɛn˥˩ ɪŋ˨˩˦ tɤ˧ mɪŋ˧˥ tsɯ˥˩ tɕjoʊ˥˩ ʂɚ˥˩, ljɑʊ˨˩˦ pu˧ tɕʰi˨˩˦ tɤ˧ tʰjɛn˥˥ mɑʊ˥˥.
004249|nɤŋ˧˥ foʊ˨˩˦ ʈʂʰweɪ˥˥ ɕjɑŋ˧˥ la˨˩˦ pa˧, tɕʰy˨˩˦ tɕɥœ˧˥ y˧˥, nɤŋ˧˥ foʊ˧˥ joʊ˨˩˦ tsu˧˥ koʊ˥˩ tɤ˧ ti˨˩˦ tɕʰi˥˩, ʈʂʊŋ˥˥ tɕʰi˥˩.
131122|tɕɪŋ˥˥ kuɔ˥˩ ɕjoʊ˥˥ fu˥˩, ʈʂɤ˥˩ i˥˥ ʂu˥˩ tsɯ˥˩ tsɤŋ˥˥ tɕja˥˥ tɑʊ˥˩ sɯ˥˩ paɪ˨˩˦ y˧˥ tɕjɛn˥˩.
011389|ʐu˧˥ kuɔ˨˩˦ fɑŋ˧˥ tɕja˥˩ ti˥˥ i˥˩ tjɛn˨˩˦, ta˥˩ tɕja˥˥ toʊ˥˥ maɪ˨˩˦ tɤ˧ tɕʰi˨˩˦ fɑŋ˧˥ kaɪ˥˥ joʊ˨˩˦ tuɔ˥˥ xɑʊ˨˩˦.
008180|i˥˩ fɑŋ˥˥ mjɛn˥˩, tɕɪŋ˥˥ tɕi˥˩ tsɤŋ˥˥ su˥˩ fɑŋ˥˩ xwan˨˩˦ tɤ˧ tɕʰy˥˥ ʂɚ˥˩, i˥˥ ʐan˧˥ meɪ˧˥ joʊ˨˩˦ njoʊ˧˥ ʈʂwan˨˩˦.
010488|tɕɪn˥˥ njɛn˧˥ njɛn˧˥ neɪ˥˩, ʂɚ˥˩ mɪn˧˥ tɕjɑŋ˥˥ kʰɤ˧˥ i˨˩˦ ʂɑŋ˥˩ wɑŋ˨˩˦ ʈʂʰa˧˥ jɛn˥˩ ʈʂən˥˥ tɕja˨˩˦.
012874|ʈʂʊŋ˥˩ tjɛn˨˩˦ kʊŋ˥˥ tsuɔ˥˩ tʰweɪ˥˥ tɕɪn˥˩ xweɪ˥˩, joʊ˧˥ sɯ˥˩ xɤ˧˥ ɕjɑŋ˥˥ ɕjɑŋ˥˥ ʈʂɑŋ˨˩˦, tɕʰjoʊ˥˥ ɕjoʊ˥˩ mɪn˧˥ ʈʂu˨˩˦ ʈʂʰɚ˧˥.
002264|ɪn˥˥ tsʰɯ˨˩˦, ɪŋ˥˥ kaɪ˥˥ tʰweɪ˥˥ tʊŋ˥˩ ʂɤŋ˥˥ tɕi˧˥ tɑʊ˨˩˦ tan˥˩ lan˧˥ tɕjɛ˧˥ ɕi˥˩ tʰʊŋ˨˩˦.
011161|sɯ˥˩ ʂɚ˥˩, tsʰʊŋ˧˥ ti˥˩ i˥˥ ʈʂʰan˨˩˦ jɛ˥˩ ʈʂʊŋ˥˥ ʈʂwan˨˩˦ i˧˥ i˥˩ pʰi˥˥.
004213|aɻ˧˥ weɪ˧˥ weɪ˧˥ ku˨˩˦ fən˥˩ tɕɪn˥˩ ljɑŋ˨˩˦ njɛn˧˥ jɛ˥˩ tɕi˥˩ joʊ˨˩˦, pu˧˥ twan˥˩ ɕja˥˩ xwa˧˥ tɕʰy˥˥ ʂɚ˥˩.
005222|aɻ˥˩ jɑʊ˥˩ tsaɪ˥˩ ɕɥœn˥˥ ʈʂʰwan˧˥ ʂɑŋ˥˩ tsɑʊ˥˩ ʂɤŋ˥˥ ʂɚ˥˩, tɕʰɥœ˥˩ pɑʊ˨˩˦ ʂən˥˥ ʐu˥˩ ʐən˧˥ ɕɪn˥˥.
012117|ʂən˥˥ ʈʂən˥˩ pu˥˩ ʂɑʊ˨˩˦ fɑŋ˧˥ ti˥˩ ʈʂʰan˨˩˦ ʈʂʊŋ˥˥ tɕjɛ˥˩, tɕɪn˥˩ i˥˩ ʈʂoʊ˥˥ tɕi˥˥ xu˥˥ lɪŋ˧˥ tɕjɑʊ˥˥ i˥˩.
000597|tʰu˥˥ tʰoʊ˧˥ tsɑʊ˥˩ u˥˩ ʈʂu˨˩˦ sɯ˥˩ xu˥˥ pʰjɛn˥˥ tʰan˧˥ ny˨˩˦ ɕɪŋ˥˩, ʐɑŋ˥˩ tʰu˥˥ tʰoʊ˧˥ ʈʂɚ˨˩˦ ʈʂʰwan˧˥ keɪ˨˩˦ nan˧˥ tsɯ˨˩˦.
003832|ɕjɛn˥˩ tsaɪ˥˩, kwɑŋ˨˩˦ jɑʊ˥˩ wɑŋ˧˥ lɑʊ˨˩˦ tɕi˧˥, i˨˩˦ tɕɪŋ˧ tsʰʊŋ˧˥ ti˥˥ ku˨˩˦ tʰjɑʊ˧˥ ʈʂɤŋ˨˩˦ kuɔ˥˩ laɪ˧˥.
140087|tɕʰɥœn˧˥ kuɔ˧˥ ly˨˩˦ joʊ˧˥ jɛn˨˩˦ ʈʂʰu˥˥ ʂɚ˥˩ ʈʂʰɑŋ˨˩˦ ʈʂɤŋ˧˥ tʰi˨˩˦ ɕja˥˩ ɕɪŋ˧˥, xan˥˩ ɕjoʊ˥˩ nɤŋ˧˥ foʊ˨˩˦ i˥˩ ʈʂɚ˥˥ tu˧˥ ɕjoʊ˥˩.
008017|pʰɪŋ˧˥ ku˥˥ xweɪ˥˩ joʊ˧˥ tɕi˧˥ lɪn˧˥ ʂɤŋ˨˩˦ ʈʂʊŋ˥˥ i˥˥ jɑʊ˥˩ kwan˧˥ li˨˩˦ tɕy˧˥ fu˥˩ tɕy˧˥ ʈʂɑŋ˨˩˦ luɔ˧˥ kɤŋ˥˥ ʈʂu˨˩˦ ʈʂʰɚ˧˥.
002193|ʈʂʰweɪ˥˥ tɕɪn˨˩˦ xwɑŋ˧˥ ʂa˥˥ ʂɚ˨˩˦ tɑʊ˥˩ tɕɪn˥˥, uɔ˨˩˦ mən˧ ʈʂɤŋ˥˩ tsaɪ˥˩ nu˨˩˦ li˥˩ wa˥˥ tɕɥœ˧˥ tɕʰi˧˥ ʈʂʊŋ˥˥ tɤ˧ tɕɪn˥˥ tsɯ˧.
006016|jɛ˨˩˦ weɪ˥˩ na˥˩ ɕjɛ˥˥ pu˥˩ tɤ˧˥ pu˥˩ ʂɚ˥˥ tɕʰy˥˩ suɔ˨˩˦ aɪ˥˩ ʈʂɚ˥˥ ʐən˧˥ tɤ˧ tɕja˥˥ ʂu˨˩˦, peɪ˥˥ ʂɑŋ˥˥.
141339|na˥˩ ɕjɑŋ˥˩ uɔ˨˩˦ mən˧ ʈʂɤ˥˩ ɕjɛ˥˥ kʊŋ˥˥ ɕɪn˥˥ tɕjɛ˥˥ tɕi˧, ʈʂʰɚ˥˥ pu˧ tɕʰi˨˩˦ ʈʂu˥˥ ʐoʊ˥˩ tɤ˧, tɕjoʊ˥˩ ʈʂʰɚ˥˥ ʐən˧˥ ʐoʊ˥˩ pa˧.
012274|kʰan˥˩ tɤ˧ ʈʂʰu˥˥ laɪ˧˥, pʰan˥˥ ʂɚ˧˥ i˥˩ tweɪ˥˩ mu˥˩ tsɯ˥˥ tɕjɛ˧˥ kuɔ˨˩˦ pʰɔ˥˥ weɪ˧˥ man˨˩˦ i˥˩.
001711|kʊŋ˥˥ sɯ˥˥ ʈʂoʊ˥˥ aɻ˥˩ wan˨˩˦ tɕjɛn˥˥, ɪŋ˥˩ ʂɑŋ˥˩ tɕjɑʊ˥˥ suɔ˨˩˦ jɑʊ˥˥ tɕʰjoʊ˧˥ tɕɪn˥˩ ɕɪŋ˧˥ fɤŋ˥˥ ɕjɛn˨˩˦ tʰi˧˥ ʂɚ˥˩.
004594|ʈʂɤ˥˩ ɕjɛ˥˥ ʐən˧˥ peɪ˥˩ kʰuən˥˩ u˨˩˦ ljoʊ˥˩ kɤ˧ ɕjɑʊ˨˩˦ ʂɚ˧˥ xoʊ˥˩, tsʰaɪ˧˥ tʰu˧˥ pu˥˩ tsoʊ˨˩˦ ɕja˥˩ ʂan˥˥.
001478|i˧˥ wɑŋ˧˥ uɔ˨˩˦ mən˧ kuɔ˧˥ tɕja˥˥ tsaɪ˥˩ ʈʂɤ˥˩ kɤ˧ fɑŋ˥˥ mjɛn˥˩ kʰʊŋ˥˩ ʈʂɚ˥˩ tɤ˧, pɪŋ˥˩ pu˥˩ jɛn˧˥ kɤ˧˥.
011441|ʂɚ˧˥ tɕi˥˩ ʂɑŋ˥˩, tsaɪ˥˩ meɪ˨˩˦ kuɔ˧˥ tsʰɯ˧˥ ʂan˥˩ y˨˩˦ ʂɑŋ˥˥ jɛ˥˩ tɤ˧ tɕjɛ˧˥ xɤ˧˥ joʊ˧˥ ʐu˧˥ ɕɪŋ˧˥ yn˧˥ ljoʊ˧˥ ʂweɪ˨˩˦.
007484|ɕjɛn˥˩ tsaɪ˥˩, uɔ˨˩˦ mən˧ tɤ˧ tɕi˥˩ ʈʂɤ˨˩˦ meɪ˧˥ joʊ˧˥ pi˨˩˦ kʰɤ˥˩ xu˥˩ kɤŋ˥˩ tuɔ˥˥ tɤ˧ ɕɪn˥˩ ɕi˥˥ tɕʰy˧˥ tɑʊ˥˩ lɤ˧.
007792|ʈʂɤ˥˩ ʂɚ˥˩ i˧˥ kɤ˥˩ ʐu˥˩ tsɤ˧˥ nɪŋ˧˥ tɕɪŋ˥˩, ʈʂʰu˥˥ tsɤ˧˥ fan˧˥ xwa˧˥ tɤ˧ mɤŋ˥˩ ɕjɑŋ˨˩˦ tɕja˥˥ ɥœn˧˥.
012282|twan˨˩˦ tɕʰi˥˥ ku˧˥ ʈʂɚ˨˩˦ xuɔ˥˩ ʈʂʰɚ˧˥ ɕy˥˩ ʐuɔ˥˩ ʂɚ˥˩, ʈʂoʊ˥˥ sɯ˥˩ ta˥˩ pʰan˧˥ ʈʂən˥˩ tɑŋ˥˩ ɕja˥˩ tjɛ˥˥.
012797|ʈʂɤ˥˩ ɥœn˧˥ y˧˥ tweɪ˥˩ ʈʂʊŋ˥˥ kuɔ˧˥ ʂɚ˥˩ ʈʂʰɑŋ˨˩˦ pjɛn˥˩ xwa˥˩ tɤ˧ tʊŋ˥˩ ʈʂʰa˧˥ xɤ˧˥ tɕɥœ˧˥ tsʰɤ˥˩ li˥˩.
006880|tsʰʊŋ˧˥ ɕjɛn˥˩ tsaɪ˥˩ tɤ˧ pjɑʊ˨˩˦ ɕjɛn˥˩ laɪ˧˥ kʰan˥˩, ʈʂʰwɑŋ˥˩ jɛ˥˩ pan˧˥ kʰɤ˨˩˦ nɤŋ˧˥ ʈʂʰu˥˥ ɕjɛn˥˩ san˥˥ ta˥˩ tʰɤ˥˩ tjɛn˨˩˦.
130581|xɤ˧˥ pɪŋ˥˩ tɕɥœ˧˥ tɪŋ˥˩ ʈʂɚ˧˥ ɕɪŋ˧˥ joʊ˨˩˦ tɕʰi˥˥ tʰu˧˥ ɕɪŋ˧˥ ʂɚ˧˥ tɕjoʊ˨˩˦ njɛn˧˥.
005517|xaɪ˧˥ ʂɚ˥˩ ʂuɔ˥˥ ʂuɔ˥˥ tsuɔ˧˥ tʰjɛn˥˥ tɤ˧ xɑŋ˧˥ tɕʰɪŋ˧˥ pa˧.
010694|ni˨˩˦ ʈʂwan˥˥ mən˧˥ ʈʂʰoʊ˥˥ kʰʊŋ˥˩ tɕʰy˥˩ kʰan˥˩ xaɪ˧˥ tsɯ˧ mən˧ tɤ˧ jɛn˨˩˦ ʈʂʰu˥˥.
001779|tɕʰi˧˥ tsʰɯ˥˩, tɕjɛn˥˩ li˥˩ joʊ˥˥ ljɑŋ˧˥ pʰɪn˧˥ ʈʂʊŋ˧˥, ɪn˨˩˦ ʈʂʊŋ˥˩ y˥˩ mjɑʊ˧˥ tɕi˥˥ ti˥˩.
001405|tʰa˥˥ jɛ˨˩˦ tɕɪŋ˥˥ ʈʂʰɑŋ˧˥ wɑŋ˧˥ fan˨˩˦ ʈʂu˥˥ xaɪ˨˩˦ xɤ˧˥ kweɪ˥˩ jɑŋ˧˥ ljɑŋ˨˩˦ ti˥˩.
130754|ʂɚ˥˩ weɪ˥˩ ʂɤŋ˥˥ tɕy˧˥ ʂoʊ˥˩ li˨˩˦ tʰoʊ˧˥ su˥˩ tɕy˨˩˦ pɑʊ˥˩ jɛ˥˩ u˥˩ tjɛn˥˩ xwa˥˩, jɑʊ˥˥ aɻ˥˩ san˥˥ aɻ˥˩ lɪŋ˧˥.
141353|fɤŋ˥˥ ʂweɪ˨˩˦ luən˧˥ ljoʊ˧˥ ʈʂwan˥˩, tʊŋ˥˥ ja˥˩ ʂɚ˥˩ ʈʂʰɑŋ˨˩˦ tɕʰjɛn˧˥ li˥˩ pu˧˥ koʊ˥˩ ta˥˩ ma˧.
007775|meɪ˨˩˦ kuɔ˧˥ pu˥˩ kʰɤ˨˩˦ nɤŋ˧˥ pu˥˩ kʰɑʊ˨˩˦ ly˥˩ tɑʊ˥˩ meɪ˨˩˦ kuɔ˧˥ tsɯ˥˩ ʂən˥˥ tɤ˧, an˥˥ weɪ˥˥.
009029|feɪ˥˥ ɕɪŋ˧˥ ɥœn˧˥ tsaɪ˥˩ peɪ˥˩ pu˨˩˦ xoʊ˥˩, tɕjoʊ˥˩ xweɪ˥˩ ʈʂʰɤŋ˧˥ weɪ˧˥ ʈʂʊŋ˥˥ kuɔ˧˥ tɤ˧ uaɪ˥˩ tɕjɑʊ˥˥ tʰan˧˥ pʰan˥˩ ʈʂʰoʊ˧˥ ma˨˩˦.
